repeat,shot,classifier,feature_set,training,accuracy,macro_f1,selected_parameters
18,3,mlp,joint_angle,fixed,0.7043478260869566,0.7011184466508825,
18,3,mlp,joint_angle,nested_tuned,0.7043478260869566,0.7011184466508825,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
18,3,svm,corrected,fixed,0.782608695652174,0.7941316316316316,
18,3,svm,corrected,nested_tuned,0.7652173913043478,0.7748807443291278,"{""model__C"": 0.1, ""model__gamma"": 0.01}"
18,3,knn,corrected,fixed,0.7565217391304347,0.758782495624601,
18,3,knn,corrected,nested_tuned,0.7565217391304347,0.758782495624601,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
18,3,mlp,corrected,fixed,0.7739130434782608,0.7796612121815129,
18,3,mlp,corrected,nested_tuned,0.7478260869565218,0.7517176645083622,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [64, 32]}"
18,3,svm,optimized_action,fixed,0.7304347826086957,0.7378306878306878,
18,3,svm,optimized_action,nested_tuned,0.591304347826087,0.551992774673085,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
18,3,knn,optimized_action,fixed,0.7304347826086957,0.7298127798127797,
18,3,knn,optimized_action,nested_tuned,0.6173913043478261,0.6078123901890505,"{""model__n_neighbors"": 9, ""model__weights"": ""distance""}"
18,3,mlp,optimized_action,fixed,0.7565217391304347,0.7604164186010225,
18,3,mlp,optimized_action,nested_tuned,0.6608695652173913,0.6659749670619236,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
18,3,svm,optimized_full,fixed,0.4956521739130435,0.5153963548528766,
18,3,svm,optimized_full,nested_tuned,0.5478260869565217,0.5481738118891756,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
18,3,knn,optimized_full,fixed,0.4956521739130435,0.497128673377117,
18,3,knn,optimized_full,nested_tuned,0.5217391304347826,0.5221226465022551,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
18,3,mlp,optimized_full,fixed,0.5130434782608696,0.5224422201312958,
18,3,mlp,optimized_full,nested_tuned,0.5043478260869565,0.511555054393929,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [64, 32]}"
19,3,svm,raw,fixed,0.3652173913043478,0.3632532757919755,
19,3,svm,raw,nested_tuned,0.3652173913043478,0.3632532757919755,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
19,3,knn,raw,fixed,0.30434782608695654,0.28659128705148035,
19,3,knn,raw,nested_tuned,0.34782608695652173,0.3354182557843885,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
19,3,mlp,raw,fixed,0.4,0.38886127100412815,
19,3,mlp,raw,nested_tuned,0.4,0.388741404420847,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [128, 64]}"
19,3,svm,raw_pca11,fixed,0.5826086956521739,0.5960093848722,
19,3,svm,raw_pca11,nested_tuned,0.5826086956521739,0.6071421950315165,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
19,3,knn,raw_pca11,fixed,0.5478260869565217,0.5206480824287912,
19,3,knn,raw_pca11,nested_tuned,0.4608695652173913,0.44531375225567604,"{""model__n_neighbors"": 3, ""model__weights"": ""uniform""}"
19,3,mlp,raw_pca11,fixed,0.5391304347826087,0.5387615804265649,
19,3,mlp,raw_pca11,nested_tuned,0.5478260869565217,0.5483642560210309,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
19,3,svm,raw_pca17,fixed,0.5652173913043478,0.582117502457987,
19,3,svm,raw_pca17,nested_tuned,0.5739130434782609,0.5923389077449145,"{""model__C"": 1.0, ""model__gamma"": ""scale""}"
19,3,knn,raw_pca17,fixed,0.5304347826086957,0.495476634914985,
19,3,knn,raw_pca17,nested_tuned,0.5478260869565217,0.5143352785175639,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
19,3,mlp,raw_pca17,fixed,0.6434782608695652,0.6327763474234511,
19,3,mlp,raw_pca17,nested_tuned,0.6086956521739131,0.5967692789463322,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
19,3,svm,joint_angle,fixed,0.7478260869565218,0.7530039944566723,
19,3,svm,joint_angle,nested_tuned,0.7217391304347827,0.7282466844979947,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
19,3,knn,joint_angle,fixed,0.7391304347826086,0.7350835040651877,
19,3,knn,joint_angle,nested_tuned,0.7391304347826086,0.7350835040651877,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
19,3,mlp,joint_angle,fixed,0.6956521739130435,0.7031760920776939,
19,3,mlp,joint_angle,nested_tuned,0.7565217391304347,0.7591318026100634,"{""model__alpha"": 0.001, ""model__hidden_layer_sizes"": [64, 32]}"
19,3,svm,corrected,fixed,0.7913043478260869,0.7957255492139214,
19,3,svm,corrected,nested_tuned,0.7913043478260869,0.7957920563965103,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
19,3,knn,corrected,fixed,0.7304347826086957,0.7270010232385076,
19,3,knn,corrected,nested_tuned,0.7217391304347827,0.7243594726627601,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
19,3,mlp,corrected,fixed,0.8,0.7992607992607993,
19,3,mlp,corrected,nested_tuned,0.8,0.7992607992607993,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
19,3,svm,optimized_action,fixed,0.7391304347826086,0.7532956869727383,
19,3,svm,optimized_action,nested_tuned,0.7043478260869566,0.7113125022088607,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
19,3,knn,optimized_action,fixed,0.6521739130434783,0.6481221459086935,
19,3,knn,optimized_action,nested_tuned,0.6782608695652174,0.6775860591650066,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
19,3,mlp,optimized_action,fixed,0.7478260869565218,0.7475930992057437,
19,3,mlp,optimized_action,nested_tuned,0.7130434782608696,0.7188910682813122,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
19,3,svm,optimized_full,fixed,0.3652173913043478,0.39644260920959323,
19,3,svm,optimized_full,nested_tuned,0.34782608695652173,0.37164927689757604,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
19,3,knn,optimized_full,fixed,0.3565217391304348,0.3560209942562884,
19,3,knn,optimized_full,nested_tuned,0.3391304347826087,0.3129841002843526,"{""model__n_neighbors"": 9, ""model__weights"": ""distance""}"
19,3,mlp,optimized_full,fixed,0.3217391304347826,0.33074725849034503,
19,3,mlp,optimized_full,nested_tuned,0.3217391304347826,0.3256335405760693,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
