shot,classifier,feature_set,true_label,predicted_label,count
1,mlp,optimized_full,three_finger_bent,prayer_beads,56
1,mlp,optimized_full,three_finger_bent,three_finger_bent,265
1,mlp,raw,deer_horn,deer_horn,315
1,mlp,raw,deer_horn,flower_pinch,142
1,mlp,raw,deer_horn,orchid_finger,176
1,mlp,raw,deer_horn,orchid_palm,159
1,mlp,raw,deer_horn,prayer_beads,53
1,mlp,raw,deer_horn,three_finger_bent,105
1,mlp,raw,flower_pinch,deer_horn,151
1,mlp,raw,flower_pinch,flower_pinch,243
1,mlp,raw,flower_pinch,orchid_finger,100
1,mlp,raw,flower_pinch,orchid_palm,180
1,mlp,raw,flower_pinch,prayer_beads,121
1,mlp,raw,flower_pinch,three_finger_bent,155
1,mlp,raw,orchid_finger,deer_horn,199
1,mlp,raw,orchid_finger,flower_pinch,95
1,mlp,raw,orchid_finger,orchid_finger,259
1,mlp,raw,orchid_finger,orchid_palm,165
1,mlp,raw,orchid_finger,prayer_beads,92
1,mlp,raw,orchid_finger,three_finger_bent,115
1,mlp,raw,orchid_palm,deer_horn,193
1,mlp,raw,orchid_palm,flower_pinch,202
1,mlp,raw,orchid_palm,orchid_finger,142
1,mlp,raw,orchid_palm,orchid_palm,308
1,mlp,raw,orchid_palm,prayer_beads,110
1,mlp,raw,orchid_palm,three_finger_bent,145
1,mlp,raw,prayer_beads,deer_horn,135
1,mlp,raw,prayer_beads,flower_pinch,135
1,mlp,raw,prayer_beads,orchid_finger,121
1,mlp,raw,prayer_beads,orchid_palm,162
1,mlp,raw,prayer_beads,prayer_beads,235
1,mlp,raw,prayer_beads,three_finger_bent,137
1,mlp,raw,three_finger_bent,deer_horn,122
1,mlp,raw,three_finger_bent,flower_pinch,167
1,mlp,raw,three_finger_bent,orchid_finger,123
1,mlp,raw,three_finger_bent,orchid_palm,140
1,mlp,raw,three_finger_bent,prayer_beads,132
1,mlp,raw,three_finger_bent,three_finger_bent,216
1,mlp,raw_pca11,deer_horn,deer_horn,467
1,mlp,raw_pca11,deer_horn,flower_pinch,140
1,mlp,raw_pca11,deer_horn,orchid_finger,150
1,mlp,raw_pca11,deer_horn,orchid_palm,78
1,mlp,raw_pca11,deer_horn,prayer_beads,41
1,mlp,raw_pca11,deer_horn,three_finger_bent,74
1,mlp,raw_pca11,flower_pinch,deer_horn,90
1,mlp,raw_pca11,flower_pinch,flower_pinch,328
1,mlp,raw_pca11,flower_pinch,orchid_finger,114
1,mlp,raw_pca11,flower_pinch,orchid_palm,184
1,mlp,raw_pca11,flower_pinch,prayer_beads,93
1,mlp,raw_pca11,flower_pinch,three_finger_bent,141
1,mlp,raw_pca11,orchid_finger,deer_horn,154
