sequence_index,num_frames,mean_velocity_deg,max_velocity_deg,mean_acceleration_deg,max_acceleration_deg
313,52,17.297139996829625,60.38252949301549,24.99506378173828,73.98328399658203
314,36,11.24746912553922,30.499333143982522,15.893335342407227,44.92949295043945
315,13,24.965038041664503,80.4936031317541,39.593936920166016,97.76930236816406
316,27,13.921062416112456,178.71142457126456,24.051057815551758,178.58570861816406
317,52,14.610732352545782,56.804114735946456,20.133272171020508,90.75768280029297
318,36,16.208449859968336,71.22511103634471,22.740907669067383,65.83589172363281
319,41,7.040365799133814,61.97499034972985,10.702438354492188,56.22660446166992
320,28,9.773006384724424,30.757887975984477,14.25495719909668,29.105464935302734
321,35,12.073934582990608,46.89958789039123,14.913128852844238,55.19316101074219
322,50,26.52668811907156,68.96847391704446,39.46500778198242,94.706787109375
323,41,12.808448872193035,65.80750830474781,19.876602172851562,69.123046875
324,31,10.320205676316805,31.909745763666905,17.55918312072754,49.15104675292969
325,128,22.441485498536316,108.01389174944234,33.71257781982422,202.09982299804688
326,42,22.12319618126202,87.35908816215631,34.646995544433594,150.8499755859375
327,41,39.331942829814565,120.37702502219858,63.97235107421875,220.12338256835938
328,27,14.076661171657152,49.07015884629225,21.757719039916992,63.278228759765625
329,36,32.43117638536436,172.8233452385743,53.9564323425293,242.52732849121094
330,43,31.814695885633814,83.38670391185627,47.60306167602539,112.7546615600586
331,42,36.44407367300349,135.85379048939822,57.985443115234375,189.5841064453125
332,32,32.44287502762103,145.16606758685847,47.98236846923828,160.94302368164062
333,11,19.932296440560936,41.7961365334949,34.16862487792969,56.51191329956055
334,42,18.82280015584772,72.14132409106799,28.753332138061523,85.6065902709961
335,36,7.729330100856747,27.565743592063797,11.158045768737793,26.836875915527344
336,35,20.646720235997993,63.12856609538003,31.84105682373047,75.80406188964844
337,38,19.902523779388044,105.89316347658492,32.82087326049805,205.41758728027344
338,37,12.09313769833129,39.443806866642,18.62441062927246,51.83869552612305
339,36,28.525837549588406,113.16194102269134,41.6285285949707,174.89041137695312
340,42,9.589302957888767,35.63480258616571,13.989352226257324,45.885955810546875
341,23,10.127847190323891,31.199289216320707,16.61790657043457,42.30986785888672
342,32,16.37092903069436,61.15848374107082,21.961944580078125,65.11286163330078
343,106,35.060162492622034,143.50418018256457,54.14006805419922,250.6837615966797
344,20,21.455279247561982,96.87443932734834,36.61371994018555,96.76042938232422
345,39,15.787687872711741,64.67036579765495,20.95555877685547,69.73309326171875
346,34,25.28632942736737,57.275073861827934,38.62238311767578,93.91220092773438
347,45,29.7185677047878,90.89925285024613,41.79643249511719,136.84915161132812
348,49,21.526257105025394,111.17689831173705,32.94114303588867,157.7408905029297
349,117,28.278886061870974,141.22811994513884,44.81794357299805,218.5992889404297
350,29,23.455070465859944,68.46122556460567,34.97937774658203,75.16510009765625
351,56,15.240835303550522,53.4698666292627,25.702402114868164,84.86262512207031
352,77,12.993720917715798,70.83356596424726,19.67189598083496,98.33770751953125
353,44,15.945139889902793,120.14779497775764,25.82187271118164,135.02366638183594
354,228,19.768718789167778,133.8208049211394,30.704437255859375,184.18008422851562
355,40,51.41456766675154,144.3702926306502,84.53731536865234,172.8754425048828
356,45,26.306340603257492,93.5083150787298,41.19765853881836,94.74092102050781
357,59,7.066995749399647,30.126307828281618,9.927498817443848,35.9238166809082
358,32,16.57160287059503,48.57954029030566,25.10614585876465,93.78072357177734
359,52,29.55366206553435,95.74560660176594,49.275360107421875,164.15313720703125
360,53,13.357897942679777,67.0204918580433,20.456348419189453,120.0582504272461
361,33,11.82006894177788,32.28191468114024,19.094409942626953,52.131874084472656
362,41,59.317314163705895,193.97845897029413,95.56829071044922,260.33868408203125
363,43,19.352954538172213,132.32150051983143,31.940349578857422,212.11843872070312
364,31,10.655585221921019,35.01601766469777,17.833707809448242,67.8106460571289
