repeat,classifier,feature_set,accuracy,macro_f1,kappa
18,mlp,raw,0.75,0.6317460317460317,0.6896551724137931
19,mlp,raw,0.9166666666666666,0.911111111111111,0.896551724137931
0,svm,raw_pca17,0.8333333333333334,0.8694444444444445,0.7913043478260869
1,svm,raw_pca17,0.9166666666666666,0.9428571428571427,0.896551724137931
2,svm,raw_pca17,0.9166666666666666,0.9428571428571427,0.896551724137931
3,svm,raw_pca17,0.8333333333333334,0.753968253968254,0.7913043478260869
4,svm,raw_pca17,0.9166666666666666,0.9333333333333332,0.8974358974358974
5,svm,raw_pca17,0.9166666666666666,0.8095238095238096,0.8947368421052632
6,svm,raw_pca17,0.9166666666666666,0.9428571428571427,0.896551724137931
7,svm,raw_pca17,0.8333333333333334,0.7583333333333333,0.7894736842105263
8,svm,raw_pca17,1.0,1.0,1.0
9,svm,raw_pca17,0.8333333333333334,0.736111111111111,0.7876106194690266
10,svm,raw_pca17,0.9166666666666666,0.9428571428571427,0.896551724137931
11,svm,raw_pca17,0.8333333333333334,0.8694444444444445,0.7913043478260869
12,svm,raw_pca17,1.0,1.0,1.0
13,svm,raw_pca17,0.8333333333333334,0.7583333333333333,0.7894736842105263
14,svm,raw_pca17,0.9166666666666666,0.8095238095238096,0.8947368421052632
15,svm,raw_pca17,1.0,1.0,1.0
16,svm,raw_pca17,1.0,1.0,1.0
17,svm,raw_pca17,0.5833333333333334,0.6851851851851851,0.4782608695652173
18,svm,raw_pca17,0.9166666666666666,0.9428571428571427,0.896551724137931
19,svm,raw_pca17,1.0,1.0,1.0
0,knn,raw_pca17,0.9166666666666666,0.9111111111111111,0.8983050847457628
1,knn,raw_pca17,1.0,1.0,1.0
2,knn,raw_pca17,0.9166666666666666,0.9333333333333332,0.8974358974358975
3,knn,raw_pca17,0.9166666666666666,0.9111111111111111,0.8983050847457628
4,knn,raw_pca17,1.0,1.0,1.0
5,knn,raw_pca17,0.9166666666666666,0.9111111111111111,0.8983050847457628
6,knn,raw_pca17,0.8333333333333334,0.8777777777777778,0.7966101694915254
7,knn,raw_pca17,0.8333333333333334,0.8444444444444444,0.7983193277310925
8,knn,raw_pca17,0.9166666666666666,0.9111111111111111,0.8983050847457628
9,knn,raw_pca17,0.8333333333333334,0.8277777777777778,0.7966101694915254
10,knn,raw_pca17,1.0,1.0,1.0
11,knn,raw_pca17,0.9166666666666666,0.9333333333333332,0.8974358974358974
12,knn,raw_pca17,0.9166666666666666,0.9111111111111111,0.8983050847457628
13,knn,raw_pca17,1.0,1.0,1.0
14,knn,raw_pca17,1.0,1.0,1.0
15,knn,raw_pca17,0.9166666666666666,0.9333333333333332,0.8974358974358975
16,knn,raw_pca17,1.0,1.0,1.0
17,knn,raw_pca17,0.6666666666666666,0.673015873015873,0.603305785123967
18,knn,raw_pca17,0.8333333333333334,0.8222222222222223,0.8
19,knn,raw_pca17,0.9166666666666666,0.7999999999999999,0.8956521739130434
0,rf,raw_pca17,0.8333333333333334,0.8333333333333334,0.7948717948717949
1,rf,raw_pca17,1.0,1.0,1.0
2,rf,raw_pca17,1.0,1.0,1.0
3,rf,raw_pca17,0.9166666666666666,0.9111111111111111,0.8983050847457628
4,rf,raw_pca17,1.0,1.0,1.0
5,rf,raw_pca17,1.0,1.0,1.0
6,rf,raw_pca17,0.9166666666666666,0.9333333333333332,0.8974358974358975
7,rf,raw_pca17,0.8333333333333334,0.8777777777777778,0.7948717948717949
8,rf,raw_pca17,1.0,1.0,1.0
9,rf,raw_pca17,0.9166666666666666,0.9333333333333332,0.8974358974358975
10,rf,raw_pca17,1.0,1.0,1.0
11,rf,raw_pca17,1.0,1.0,1.0
12,rf,raw_pca17,0.9166666666666666,0.9111111111111111,0.8983050847457628
13,rf,raw_pca17,1.0,1.0,1.0
14,rf,raw_pca17,1.0,1.0,1.0
15,rf,raw_pca17,0.9166666666666666,0.9111111111111111,0.8983050847457628
16,rf,raw_pca17,1.0,1.0,1.0
17,rf,raw_pca17,0.9166666666666666,0.9333333333333332,0.8974358974358974
18,rf,raw_pca17,0.75,0.811111111111111,0.6949152542372881
